Vardas              Pavarde             ND1   ND2   ND3   ND4   ND5   ND6   ND7   Egz.  
Vardas464           Pavarde464          3     9     10    7     4     1     3     6     
Vardas465           Pavarde465          1     5     2     5     4     8     1     5     
Vardas466           Pavarde466          4     4     10    4     5     3     6     5     
Vardas467           Pavarde467          9     2     8     8     8     2     9     7     
Vardas468           Pavarde468          5     1     8     3     7     2     8     8     
Vardas469           Pavarde469          8     8     7     4     1     10    5     2     
Vardas470           Pavarde470          6     7     7     5     3     10    8     7     
Vardas471           Pavarde471          3     10    3     4     5     8     9     4     
Vardas472           Pavarde472          9     4     6     1     1     8     3     7     
Vardas473           Pavarde473          8     5     8     5     10    9     7     7     
Vardas474           Pavarde474          8     1     8     5     10    10    5     1     
Vardas475           Pavarde475          1     3     3     8     8     3     8     8     
Vardas476           Pavarde476          6     8     9     4     9     8     8     1     
Vardas477           Pavarde477          7     1     4     3     7     7     10    1     
Vardas478           Pavarde478          10    9     6     10    6     2     10    4     
Vardas479           Pavarde479          10    9     2     7     2     10    2     6     
Vardas480           Pavarde480          5     5     1     5     10    2     2     9     
Vardas481           Pavarde481          3     6     5     7     10    1     7     10    
Vardas482           Pavarde482          6     4     3     6     6     8     3     4     
Vardas483           Pavarde483          1     1     2     9     5     5     1     1     
Vardas484           Pavarde484          6     4     9     9     9     4     8     2     
Vardas485           Pavarde485          1     10    5     5     10    5     9     6     
Vardas486           Pavarde486          2     6     4     9     8     5     6     4     
Vardas487           Pavarde487          2     4     3     7     8     6     1     4     
Vardas488           Pavarde488          10    6     1     9     5     9     8     6     
Vardas489           Pavarde489          4     1     4     3     6     7     3     4     
Vardas490           Pavarde490          9     4     7     1     3     8     2     8     
Vardas491           Pavarde491          8     8     5     6     5     10    8     7     
Vardas492           Pavarde492          2     5     10    10    6     8     7     5     
Vardas493           Pavarde493          7     2     4     10    6     2     7     10    
Vardas494           Pavarde494          5     1     1     10    1     1     8     6     
Vardas495           Pavarde495          1     2     4     10    9     8     7     10    
Vardas496           Pavarde496          9     10    6     5     3     2     3     5     
Vardas497           Pavarde497          3     7     8     6     6     6     8     8     
Vardas498           Pavarde498          7     1     6     4     8     1     4     9     
Vardas499           Pavarde499          1     1     6     9     4     10    10    3     
